Product,Type,Date,Process_Size,TDP,Die_Size,Transistors,Frequency,Foundry,Vendor,FP16,FP32,FP64
NVIDIA GeForce GT 710,GPU,3/27/2014,28.0,19.0,87.0,1020.0,954,TSMC,NVIDIA,,366.3,15.26
NVIDIA GeForce 9400 GT Rev. 2,GPU,8/27/2008,55.0,50.0,121.0,314.0,550,TSMC,NVIDIA,,44.8,
AMD Radeon HD 8570M,GPU,3/1/2013,28.0,81.35998107852413,56.0,690.0,750,TSMC,AMD,,528.0,33.0
AMD Radeon R9 270X,GPU,10/8/2013,28.0,180.0,212.0,2800.0,1000,TSMC,AMD,,2688.0,168.0
NVIDIA GeForce 6800 Ultra,GPU,4/14/2004,130.0,81.35998107852413,287.0,222.0,425,TSMC,NVIDIA,,,
AMD Radeon R5 340X OEM,GPU,5/5/2015,28.0,65.0,77.0,950.0,900,TSMC,AMD,,691.2,43.2
NVIDIA GeForce 9500 GT,GPU,7/29/2008,65.0,50.0,144.0,314.0,600,UMC,NVIDIA,,96.0,
AMD Radeon RX 560DX,GPU,4/11/2018,14.0,65.0,123.0,3000.0,1090,GF,AMD,2106.0,2106.0,131.6
AMD Radeon R7 260X,GPU,10/8/2013,28.0,115.0,160.0,2080.0,1100,TSMC,AMD,,1971.0,123.2
ATI Radeon X1700 SE,GPU,11/30/2007,80.0,50.0,230.0,330.0,500,TSMC,ATI,,,
AMD Radeon HD 6370M,GPU,11/26/2010,40.0,11.0,59.0,292.0,750,TSMC,AMD,,120.0,
AMD Radeon HD 8770 OEM,GPU,9/2/2013,28.0,85.0,160.0,2080.0,1050,TSMC,AMD,,1882.0,117.6
NVIDIA GeForce 7150M + nForce 630M,GPU,11/16/2007,90.0,81.35998107852413,81.0,112.0,425,Unknown,NVIDIA,,,
NVIDIA Quadro RTX 4000 Mobile,GPU,5/27/2019,12.0,110.0,545.0,13600.0,1110,TSMC,NVIDIA,15970.0,7987.0,249.6
ATI Mobility Radeon X1300,GPU,1/19/2006,90.0,81.35998107852413,100.0,107.0,350,TSMC,ATI,,,
ATI Radeon 9200 PCI,GPU,5/1/2003,150.0,28.0,98.0,36.0,250,UMC,ATI,,,
ATI Mobility Radeon HD 3650,GPU,1/7/2008,55.0,81.35998107852413,135.0,378.0,500,TSMC,ATI,,120.0,
NVIDIA Jetson TX2 GPU,GPU,1/1/2016,16.0,15.0,188.4404445518241,1929.9222785421193,854,TSMC,NVIDIA,1500.0,750.1,23.44
Intel HD Graphics 500,GPU,9/1/2015,14.0,6.0,188.4404445518241,1929.9222785421193,200,Intel,Intel,,124.8,15.6
NVIDIA GeForce GT 240M,GPU,6/15/2009,40.0,23.0,100.0,486.0,550,TSMC,NVIDIA,,116.2,
ATI Radeon 9200,GPU,5/1/2003,150.0,28.0,98.0,36.0,250,UMC,ATI,,,
XGI Volari V5,GPU,9/15/2003,130.0,81.35998107852413,188.4404445518241,90.0,325,UMC,Other,,,
NVIDIA GeForce GTX 1080 Mobile,GPU,8/15/2016,16.0,150.0,314.0,7200.0,1556,TSMC,NVIDIA,138.7,8878.0,277.4
ATI Mobility Radeon HD 4200 IGP,GPU,9/10/2009,55.0,81.35998107852413,67.0,181.0,500,Unknown,ATI,,40.0,
AMD Radeon Vega 10 Mobile,GPU,1/6/2019,14.0,15.0,210.0,4940.0,300,GF,AMD,3584.0,1792.0,112.0
AMD Radeon R5 M430,GPU,5/15/2016,28.0,81.35998107852413,56.0,690.0,780,TSMC,AMD,,659.2,41.2
NVIDIA GeForce 6800 XE,GPU,9/30/2005,130.0,81.35998107852413,287.0,222.0,275,TSMC,NVIDIA,,,
NVIDIA GeForce GT 635M,GPU,3/22/2012,40.0,33.0,116.0,585.0,660,TSMC,NVIDIA,,253.4,21.12
ATI Radeon HD 5570,GPU,10/11/2011,40.0,39.0,118.0,716.0,650,TSMC,ATI,,416.0,
NVIDIA GeForce RTX 3060 Ti,GPU,12/1/2020,8.0,200.0,392.0,17400.0,1410,Samsung,NVIDIA,16200.0,16200.0,253.1
NVIDIA GeForce GT 730,GPU,6/18/2014,40.0,49.0,116.0,585.0,700,TSMC,NVIDIA,,268.8,22.4
ATI Radeon E4690 MXM,GPU,6/1/2009,55.0,30.0,146.0,514.0,600,TSMC,ATI,,384.0,
AMD Radeon R7 A360,GPU,5/5/2015,28.0,81.35998107852413,125.0,1550.0,1100,TSMC,AMD,864.0,864.0,54.0
ATI Radeon HD 5850,GPU,9/30/2009,40.0,151.0,334.0,2154.0,725,TSMC,ATI,,2088.0,417.6
NVIDIA GeForce GTX 465,GPU,5/31/2010,40.0,200.0,529.0,3100.0,608,TSMC,NVIDIA,,855.4,106.9
AMD Radeon HD 6390,GPU,7/4/2011,40.0,39.0,104.0,627.0,550,TSMC,AMD,,352.0,
AMD FirePro S7150,GPU,2/1/2016,28.0,150.0,366.0,5000.0,920,TSMC,AMD,7537.0,3768.0,235.5
NVIDIA GeForce 9600 GTX,GPU,5/27/2009,65.0,140.0,324.0,754.0,580,TSMC,NVIDIA,,278.4,
NVIDIA Tesla PG500-216,GPU,11/26/2019,12.0,250.0,815.0,21100.0,1260,TSMC,NVIDIA,28260.0,14130.0,7066.0
NVIDIA Quadro NVS 50 PCI,GPU,5/31/2005,150.0,10.0,65.0,29.0,250,TSMC,NVIDIA,,,
ATI Radeon X1950 XTX,GPU,10/17/2006,90.0,125.0,352.0,384.0,650,TSMC,ATI,,,
Intel Iris Graphics 5100,GPU,5/27/2013,22.0,30.0,181.0,1300.0,200,Intel,Intel,,704.0,176.0
NVIDIA GeForce GTX 460 v2 ES,GPU,9/24/2011,40.0,160.0,332.0,1950.0,779,TSMC,NVIDIA,,1046.0,87.19
NVIDIA GeForce 8600 GT Mac Edition,GPU,4/17/2007,80.0,47.0,169.0,289.0,600,TSMC,NVIDIA,,92.8,
NVIDIA Tegra 4 GPU,GPU,8/1/2013,28.0,20.0,85.0,11.0,672,TSMC,NVIDIA,,,
AMD Radeon R9 295X2,GPU,4/29/2014,28.0,500.0,438.0,6200.0,1018,TSMC,AMD,,5733.0,716.7
NVIDIA GeForce GTX 750 Ti OEM,GPU,NaT,28.0,150.0,221.0,2540.0,1033,TSMC,NVIDIA,,2108.0,87.84
NVIDIA Quadro4 700 XGL,GPU,2/19/2002,150.0,81.35998107852413,142.0,63.0,275,TSMC,NVIDIA,,,
AMD Radeon Vega 11,GPU,9/30/2019,14.0,15.0,210.0,4940.0,300,GF,AMD,3942.0,1971.0,123.2
AMD Radeon HD 7330M,GPU,1/7/2012,40.0,5.0,59.0,292.0,500,TSMC,AMD,,80.0,
NVIDIA GeForce GTX 490,GPU,NaT,40.0,365.0,529.0,3100.0,608,TSMC,NVIDIA,,1166.0,145.8
ATI Radeon HD 5470,GPU,2/13/2012,40.0,19.0,59.0,292.0,650,TSMC,ATI,,104.0,
AMD Radeon HD 8650D IGP,GPU,12/28/2013,32.0,65.0,246.0,1303.0,720,TSMC,AMD,,648.2,
ATI Mobility Radeon HD 4850 Mac Edition,GPU,8/28/2009,55.0,81.35998107852413,256.0,956.0,503,TSMC,ATI,,804.8,161.0
Intel UHD Graphics 630,GPU,4/30/2020,14.0,15.0,188.4404445518241,1929.9222785421193,350,Intel,Intel,846.4,423.2,105.8
AMD Radeon R7 265X OEM,GPU,8/12/2014,28.0,150.0,212.0,2800.0,900,TSMC,AMD,,2368.0,148.0
AMD Radeon R5 M335,GPU,10/21/2015,28.0,81.35998107852413,56.0,690.0,1070,TSMC,AMD,,684.8,42.8
NVIDIA GeForce 9500 GS,GPU,7/29/2008,65.0,40.0,144.0,314.0,550,UMC,NVIDIA,,88.0,
NVIDIA GeForce 7900 GS AGP,GPU,4/2/2006,90.0,65.0,196.0,278.0,450,TSMC,NVIDIA,,,
NVIDIA GeForce 8600 GS,GPU,4/17/2007,80.0,47.0,169.0,289.0,540,TSMC,NVIDIA,,38.08,
AMD Radeon HD 6990M Rebrand,GPU,7/12/2011,40.0,100.0,166.0,1040.0,800,TSMC,AMD,,1280.0,
NVIDIA GeForce GTS 250M,GPU,6/15/2009,40.0,28.0,144.0,727.0,500,TSMC,NVIDIA,,240.0,
AMD Radeon R5 235 OEM,GPU,12/21/2013,40.0,35.0,67.0,370.0,775,TSMC,AMD,,248.0,
ATI All-In-Wonder 9600 XT,GPU,2/6/2004,130.0,81.35998107852413,76.0,60.0,527,TSMC,ATI,,,
Intel HD Graphics 630,GPU,8/30/2016,14.0,15.0,188.4404445518241,1929.9222785421193,350,Intel,Intel,768.0,384.0,96.0
AMD Radeon HD 8400E,GPU,4/23/2013,28.0,25.0,110.0,1178.0,600,TSMC,AMD,,153.6,9.6
NVIDIA Quadro NVS 290,GPU,10/4/2007,80.0,21.0,127.0,210.0,459,TSMC,NVIDIA,,29.38,
Intel UHD Graphics 610,GPU,4/30/2020,14.0,15.0,188.4404445518241,1929.9222785421193,350,Intel,Intel,403.2,201.6,50.4
NVIDIA GeForce GTX 275,GPU,1/15/2009,55.0,219.0,470.0,1400.0,633,TSMC,NVIDIA,,673.9,84.24
NVIDIA GeForce GT 710,GPU,3/27/2014,28.0,19.0,87.0,1020.0,954,TSMC,NVIDIA,,366.3,15.26
NVIDIA Quadro FX 3600M,GPU,2/23/2008,65.0,70.0,324.0,754.0,500,TSMC,NVIDIA,,240.0,
Matrox Parhelia APVe,GPU,6/14/2006,150.0,81.35998107852413,174.0,80.0,250,UMC,Other,,,
AMD Radeon R7 M340,GPU,5/5/2015,28.0,81.35998107852413,125.0,1550.0,943,TSMC,AMD,653.4,653.4,40.84
NVIDIA GeForce 9600 GT,GPU,2/21/2008,65.0,95.0,240.0,505.0,650,TSMC,NVIDIA,,208.0,
NVIDIA GeForce GTX 670M,GPU,3/22/2012,40.0,75.0,332.0,1950.0,598,TSMC,NVIDIA,,803.7,66.98
ATI Mobility Radeon X200 IGP,GPU,1/1/2005,130.0,81.35998107852413,73.0,1929.9222785421193,300,Unknown,ATI,,,
NVIDIA GeForce2 MX 400 PCI,GPU,3/3/2001,180.0,81.35998107852413,64.0,20.0,200,TSMC,NVIDIA,,,
NVIDIA Quadro Plex 2100 S4,GPU,7/25/2008,90.0,640.0,484.0,681.0,600,TSMC,NVIDIA,,345.6,
ATI Radeon HD 3690,GPU,3/30/2008,55.0,75.0,192.0,666.0,670,TSMC,ATI,,428.8,85.76
NVIDIA GeForce4 420 Go,GPU,2/6/2002,150.0,81.35998107852413,65.0,29.0,200,TSMC,NVIDIA,,,
AMD Radeon HD 6250 IGP,GPU,11/9/2010,40.0,9.0,75.0,450.0,500,TSMC,AMD,,80.0,
NVIDIA GeForce GT 635M,GPU,3/22/2012,40.0,35.0,238.0,1170.0,650,TSMC,NVIDIA,,388.8,32.4
NVIDIA Quadro FX 550,GPU,4/20/2006,110.0,30.0,154.0,146.0,360,TSMC,NVIDIA,,,
ATI FireGL V5600,GPU,6/28/2007,65.0,89.0,153.0,390.0,800,TSMC,ATI,,192.0,
ATI Radeon IGP 320,GPU,10/5/2002,180.0,81.35998107852413,73.0,30.0,160,Unknown,ATI,,,
NVIDIA GeForce 845M,GPU,8/26/2015,28.0,33.0,188.4404445518241,1929.9222785421193,1071,TSMC,NVIDIA,,903.2,28.22
ATI FireGL 9700 X1-128,GPU,7/1/2002,150.0,81.35998107852413,215.0,110.0,325,TSMC,ATI,,,
ATI Radeon HD 5870,GPU,9/23/2009,40.0,188.0,334.0,2154.0,850,TSMC,ATI,,2720.0,544.0
NVIDIA GeForce GTX 1070 GDDR5X,GPU,12/4/2018,16.0,150.0,314.0,7200.0,1506,TSMC,NVIDIA,101.0,6463.0,202.0
ATI Radeon X1900 CrossFire Edition,GPU,1/24/2006,90.0,100.0,352.0,384.0,625,TSMC,ATI,,,
NVIDIA GeForce4 Ti 4200-8X,GPU,2/6/2002,150.0,81.35998107852413,101.0,36.0,250,TSMC,NVIDIA,,,
NVIDIA GeForce GTS 450 OEM,GPU,10/11/2010,40.0,106.0,238.0,1170.0,790,TSMC,NVIDIA,,455.0,37.92
NVIDIA GeForce RTX 3050 Ti Max-Q,GPU,1/1/2021,8.0,81.35998107852413,188.4404445518241,1929.9222785421193,735,Samsung,NVIDIA,5299.0,5299.0,82.8
NVIDIA GeForce 940MX,GPU,1/1/2016,28.0,23.0,188.4404445518241,1929.9222785421193,1004,TSMC,NVIDIA,,953.9,29.81
Intel GMA X3000,GPU,6/1/2006,90.0,13.0,188.4404445518241,1929.9222785421193,500,Intel,Intel,,,
ATI Radeon X1300 AGP,GPU,12/1/2005,90.0,81.35998107852413,100.0,107.0,450,TSMC,ATI,,,
NVIDIA GeForce GTX 580M,GPU,6/28/2011,40.0,100.0,332.0,1950.0,620,TSMC,NVIDIA,,952.3,79.36
NVIDIA GeForce GTX 1050 Mobile,GPU,1/3/2017,14.0,75.0,132.0,3300.0,1354,Samsung,NVIDIA,29.86,1911.0,59.72
AMD Radeon Pro WX 3100,GPU,6/12/2017,14.0,65.0,103.0,2200.0,925,GF,AMD,1248.0,1248.0,78.02
ATI Mobility Radeon,GPU,12/1/2001,180.0,81.35998107852413,115.0,30.0,144,TSMC,ATI,,,
NVIDIA GeForce GT 720,GPU,3/27/2014,28.0,19.0,87.0,1020.0,967,TSMC,NVIDIA,,742.7,30.94
AMD FirePro W6150M,GPU,11/12/2015,28.0,81.35998107852413,160.0,2080.0,1075,TSMC,AMD,,1651.0,103.2
ATI FirePro V7800P,GPU,5/16/2011,40.0,138.0,334.0,2154.0,700,TSMC,ATI,,2016.0,403.2
AMD Radeon R4 Mobile Graphics,GPU,6/11/2014,28.0,15.0,107.0,930.0,800,GF,AMD,,204.8,12.8
NVIDIA GeForce RTX 3070 Max-Q,GPU,1/12/2021,8.0,80.0,392.0,17400.0,780,Samsung,NVIDIA,13210.0,13210.0,206.4
AMD Radeon RX Vega 10 Mobile,GPU,10/26/2017,14.0,10.0,210.0,4940.0,300,GF,AMD,3331.0,1665.0,104.1
NVIDIA Tesla K8,GPU,9/16/2014,28.0,100.0,294.0,3540.0,693,TSMC,NVIDIA,,2491.0,103.8
NVIDIA GeForce 800M,GPU,3/17/2014,28.0,15.0,116.0,585.0,738,TSMC,NVIDIA,,141.7,11.81
NVIDIA GeForce 9100M G mGPU AMD,GPU,7/29/2008,80.0,12.0,127.0,210.0,450,Unknown,AMD,,35.2,
AMD Radeon 610 Mobile,GPU,5/23/2019,28.0,50.0,56.0,690.0,1030,TSMC,AMD,,659.2,41.2
NVIDIA GeForce4 MX 440 Mac Edition,GPU,2/6/2002,150.0,81.35998107852413,65.0,29.0,275,TSMC,NVIDIA,,,
NVIDIA Quadro FX 570,GPU,9/12/2007,80.0,38.0,169.0,289.0,460,TSMC,NVIDIA,,29.44,
3dfx Voodoo5 6000,GPU,NaT,250.0,60.0,112.0,14.0,166,TSMC,Other,,,
NVIDIA GeForce GTX 650,GPU,11/27/2013,28.0,65.0,221.0,2540.0,1058,TSMC,NVIDIA,,812.5,33.86
AMD FirePro A300,GPU,6/6/2012,32.0,65.0,246.0,1303.0,760,TSMC,AMD,,695.0,
NVIDIA GeForce GTX 1070 Mobile,GPU,8/15/2016,16.0,120.0,314.0,7200.0,1442,TSMC,NVIDIA,105.3,6738.0,210.6
NVIDIA GeForce Go 7950 GTX,GPU,10/12/2006,90.0,45.0,196.0,278.0,575,TSMC,NVIDIA,,,
NVIDIA GeForce GT 330 OEM,GPU,2/2/2010,55.0,75.0,260.0,754.0,500,TSMC,NVIDIA,,240.0,
ATI FireGL V7700,GPU,11/19/2007,55.0,81.35998107852413,192.0,666.0,777,TSMC,ATI,,497.3,99.46
AMD Radeon Instinct MI50,GPU,11/18/2018,7.0,300.0,331.0,13230.0,1200,TSMC,AMD,26820.0,13410.0,6705.0
AMD Radeon RX 540X Mobile,GPU,4/11/2018,14.0,50.0,103.0,2200.0,1124,GF,AMD,1240.0,1240.0,77.5
AMD Radeon R9 M390 Mac Edition,GPU,5/5/2015,28.0,80.0,212.0,2800.0,958,TSMC,AMD,,1962.0,122.6
AMD Radeon Vega 3 Mobile,GPU,1/8/2018,14.0,15.0,210.0,4940.0,300,GF,AMD,845.6,422.8,26.42
AMD Radeon E6760 PCIe,GPU,5/2/2011,40.0,45.0,118.0,716.0,600,TSMC,AMD,,576.0,
AMD FirePro RG220A,GPU,5/1/2010,55.0,35.0,73.0,242.0,500,TSMC,AMD,,80.0,
NVIDIA GeForce Go 6600 NPB 128M,GPU,9/29/2005,110.0,81.35998107852413,154.0,146.0,375,TSMC,NVIDIA,,,
AMD Radeon R7 M265,GPU,1/9/2014,28.0,81.35998107852413,77.0,950.0,725,TSMC,AMD,,633.6,
NVIDIA GeForce G105M,GPU,1/8/2009,65.0,14.0,86.0,210.0,640,TSMC,NVIDIA,,25.6,
NVIDIA Quadro K3100M,GPU,7/23/2013,28.0,75.0,294.0,3540.0,706,TSMC,NVIDIA,,1084.0,45.18
NVIDIA GeForce GTS 240 OEM,GPU,7/1/2009,55.0,120.0,260.0,754.0,675,TSMC,NVIDIA,,362.9,
NVIDIA Tesla V100 SXM2 16 GB,GPU,11/26/2019,12.0,250.0,815.0,21100.0,1245,TSMC,NVIDIA,32710.0,16350.0,8177.0
ATI Radeon X1900 GT,GPU,5/1/2006,90.0,75.0,352.0,384.0,575,TSMC,ATI,,,
NVIDIA GeForce GT 440 Mac Edition,GPU,2/9/2011,40.0,65.0,116.0,585.0,810,TSMC,NVIDIA,,311.0,25.92
NVIDIA Quadro M1200 Mobile,GPU,1/11/2017,28.0,45.0,148.0,1870.0,991,TSMC,NVIDIA,,1469.0,45.92
AMD Radeon HD 7630M,GPU,1/7/2012,40.0,20.0,104.0,716.0,450,TSMC,AMD,,432.0,
NVIDIA GeForce GTX 1050 Max-Q,GPU,1/3/2018,14.0,75.0,132.0,3300.0,1000,Samsung,NVIDIA,22.78,1458.0,45.56
AMD Radeon HD 6520G IGP,GPU,12/7/2011,32.0,35.0,227.0,1178.0,400,TSMC,AMD,,256.0,
NVIDIA GeForce GT 610 OEM,GPU,9/9/2012,40.0,29.0,79.0,292.0,550,TSMC,NVIDIA,,115.2,9.6
NVIDIA Quadro M2000,GPU,4/8/2016,28.0,75.0,228.0,2940.0,796,TSMC,NVIDIA,,1786.0,55.82
Intel UHD Graphics P630,GPU,5/24/2018,14.0,15.0,188.4404445518241,1929.9222785421193,350,Intel,Intel,921.6,460.8,115.2
AMD Radeon HD 6250,GPU,1/31/2011,40.0,19.0,59.0,292.0,650,TSMC,AMD,,104.0,
AMD Radeon RX Vega 64,GPU,8/7/2017,14.0,295.0,495.0,12500.0,1247,GF,AMD,25330.0,12660.0,791.6
AMD FirePro M5950,GPU,1/4/2011,40.0,35.0,104.0,716.0,725,TSMC,AMD,,696.0,
ATI Mobility Radeon X1700,GPU,2/1/2006,90.0,81.35998107852413,150.0,157.0,475,TSMC,ATI,,,
AMD Radeon RX Vega 11 Embedded,GPU,4/19/2018,14.0,35.0,210.0,4940.0,300,GF,AMD,3523.0,1761.0,110.1
NVIDIA Quadro RTX 6000 Mobile,GPU,1/1/2020,12.0,81.35998107852413,754.0,18600.0,1275,TSMC,NVIDIA,26820.0,13410.0,419.0
ATI Radeon X800 XT Mac Edition,GPU,12/1/2004,130.0,54.0,289.0,160.0,475,TSMC,ATI,,,
NVIDIA GeForce 9800M GTX,GPU,7/15/2008,65.0,75.0,324.0,754.0,500,TSMC,NVIDIA,,280.0,
AMD Radeon R5 M430,GPU,5/15/2016,28.0,81.35998107852413,56.0,690.0,1030,TSMC,AMD,,659.2,41.2
NVIDIA Quadro DCC,GPU,5/14/2001,150.0,81.35998107852413,128.0,57.0,200,TSMC,NVIDIA,,,
NVIDIA GeForce 6600,GPU,8/12/2004,110.0,81.35998107852413,154.0,146.0,300,TSMC,NVIDIA,,,
NVIDIA Quadro NVS 280 SD,GPU,5/31/2005,150.0,10.0,65.0,29.0,250,TSMC,NVIDIA,,,
NVIDIA Tesla M40,GPU,11/10/2015,28.0,250.0,601.0,8000.0,948,TSMC,NVIDIA,,6844.0,213.9
ATI Mobility Radeon HD 530v,GPU,5/5/2010,55.0,10.0,73.0,242.0,500,TSMC,ATI,,80.0,
AMD Radeon R5 M250,GPU,NaT,28.0,81.35998107852413,56.0,690.0,650,TSMC,AMD,,448.0,
AMD Radeon 550,GPU,4/20/2017,14.0,50.0,103.0,2200.0,1100,GF,AMD,1211.0,1211.0,75.71
NVIDIA GeForce GTX 650 Ti Boost,GPU,3/26/2013,28.0,134.0,221.0,2540.0,980,TSMC,NVIDIA,,1585.0,66.05
ATI Mobility Radeon 9700 SE,GPU,6/1/2004,130.0,81.35998107852413,92.0,76.0,250,TSMC,ATI,,,
ATI Radeon X1650 PRO,GPU,8/23/2006,80.0,44.0,131.0,330.0,600,TSMC,ATI,,,
NVIDIA Quadro NVS 55 PCI,GPU,5/31/2005,150.0,10.0,91.0,45.0,250,TSMC,NVIDIA,,,
AMD Radeon R9 285,GPU,9/2/2014,28.0,190.0,366.0,5000.0,918,TSMC,AMD,3290.0,3290.0,205.6
AMD FireStream 9350,GPU,6/1/2010,40.0,150.0,334.0,2154.0,700,TSMC,AMD,,2016.0,403.2
NVIDIA Quadro 5010M,GPU,2/22/2011,40.0,100.0,520.0,3000.0,450,TSMC,NVIDIA,,691.2,
NVIDIA GeForce GTX 485M,GPU,1/5/2011,40.0,100.0,332.0,1950.0,575,TSMC,NVIDIA,,883.2,73.6
NVIDIA GeForce GTX 1060 Max-Q,GPU,6/27/2017,16.0,80.0,200.0,4400.0,1063,TSMC,NVIDIA,59.2,3789.0,118.4
Intel UHD Graphics P630,GPU,5/13/2020,14.0,15.0,188.4404445518241,1929.9222785421193,350,Intel,Intel,921.6,460.8,115.2
Intel HD Graphics 510,GPU,9/1/2015,14.0,15.0,188.4404445518241,1929.9222785421193,300,Intel,Intel,345.6,172.8,43.2
NVIDIA TITAN Xp,GPU,4/6/2017,16.0,250.0,471.0,11800.0,1405,TSMC,NVIDIA,189.8,12150.0,379.7
AMD FirePro V7900,GPU,5/24/2011,40.0,150.0,389.0,2640.0,725,TSMC,AMD,,1856.0,464.0
AMD Radeon RX 470,GPU,8/4/2016,14.0,120.0,232.0,5700.0,926,GF,AMD,4940.0,4940.0,308.7
AMD Radeon R6 M255DX,GPU,10/12/2014,28.0,81.35998107852413,125.0,1550.0,925,TSMC,AMD,721.9,721.9,45.12
Intel HD Graphics 510,GPU,9/1/2015,14.0,15.0,188.4404445518241,1929.9222785421193,350,Intel,Intel,364.8,182.4,45.6
NVIDIA GeForce RTX 3080 Ti,GPU,NaT,8.0,350.0,628.0,28300.0,1365,Samsung,NVIDIA,34100.0,34100.0,532.8
AMD Radeon HD 7290 IGP,GPU,6/6/2012,40.0,18.0,75.0,450.0,276,TSMC,AMD,,44.16,
NVIDIA Tesla M1060,GPU,6/1/2008,55.0,188.0,470.0,1400.0,610,TSMC,NVIDIA,,622.1,77.76
NVIDIA Quadro FX 380,GPU,3/30/2009,65.0,34.0,144.0,314.0,450,UMC,NVIDIA,,35.2,
NVIDIA Quadro NVS 285,GPU,6/6/2006,110.0,18.0,110.0,75.0,275,TSMC,NVIDIA,,,
AMD FirePro V5900,GPU,5/24/2011,40.0,75.0,389.0,2640.0,600,TSMC,AMD,,614.4,153.6
ATI Radeon X700 LE,GPU,12/21/2004,110.0,81.35998107852413,156.0,120.0,400,TSMC,ATI,,,
ATI FirePro 2460 Multi-View,GPU,4/1/2010,40.0,17.0,59.0,292.0,500,TSMC,ATI,,80.0,
NVIDIA GeForce FX Go5200 NPB 64M,GPU,3/1/2003,150.0,81.35998107852413,91.0,45.0,250,TSMC,NVIDIA,,,
NVIDIA Quadro FX 3700M,GPU,8/14/2008,65.0,75.0,324.0,754.0,550,TSMC,NVIDIA,,352.0,
ATI Radeon X800 XL AGP,GPU,5/1/2004,110.0,49.0,240.0,160.0,400,TSMC,ATI,,,
AMD FirePro V4900,GPU,11/1/2011,40.0,75.0,118.0,716.0,800,TSMC,AMD,,768.0,
NVIDIA GeForce GTX 670,GPU,5/10/2012,28.0,170.0,294.0,3540.0,915,TSMC,NVIDIA,,2634.0,109.8
NVIDIA Tegra 4i GPU,GPU,2/19/2013,28.0,20.0,85.0,11.0,660,TSMC,NVIDIA,,,
NVIDIA GeForce 505 OEM,GPU,1/6/2013,40.0,25.0,57.0,260.0,589,TSMC,NVIDIA,,44.86,
NVIDIA GeForce 405 OEM,GPU,9/3/2010,40.0,25.0,57.0,260.0,589,TSMC,NVIDIA,,44.86,
NVIDIA Quadro NVS 130M,GPU,5/9/2007,80.0,10.0,127.0,210.0,400,TSMC,NVIDIA,,12.8,
NVIDIA Quadro4 980 XGL,GPU,11/12/2002,150.0,81.35998107852413,101.0,36.0,300,TSMC,NVIDIA,,,
ATI FireGL V5100,GPU,5/1/2004,130.0,81.35998107852413,289.0,160.0,450,TSMC,ATI,,,
NVIDIA GeForce GTX 285M,GPU,2/1/2010,65.0,75.0,324.0,754.0,600,TSMC,NVIDIA,,384.0,
NVIDIA GeForce 9400,GPU,4/17/2007,80.0,40.0,127.0,210.0,580,Unknown,NVIDIA,,44.8,
NVIDIA NVS 310,GPU,6/26/2012,40.0,20.0,79.0,292.0,523,TSMC,NVIDIA,,100.4,8.368
ATI Radeon Xpress 1250 IGP,GPU,2/28/2007,80.0,81.35998107852413,73.0,120.0,400,Unknown,ATI,,,
AMD FirePro S7000,GPU,8/27/2012,28.0,150.0,212.0,2800.0,950,TSMC,AMD,,2432.0,152.0
NVIDIA Quadro P4000,GPU,2/6/2017,16.0,105.0,314.0,7200.0,1202,TSMC,NVIDIA,82.88,5304.0,165.8
Matrox Millennium G450,GPU,NaT,180.0,81.35998107852413,188.4404445518241,10.0,125,UMC,Other,,,
NVIDIA GeForce GT 620M,GPU,3/22/2012,28.0,15.0,116.0,585.0,625,TSMC,NVIDIA,,240.0,20.0
NVIDIA Tesla K80,GPU,11/17/2014,28.0,300.0,561.0,7100.0,562,TSMC,NVIDIA,,4113.0,1371.0
AMD Radeon RX 470D,GPU,10/21/2016,14.0,120.0,232.0,5700.0,926,GF,AMD,4322.0,4322.0,270.1
NVIDIA GeForce GTX 560,GPU,5/17/2011,40.0,150.0,332.0,1950.0,810,TSMC,NVIDIA,,1089.0,90.72
NVIDIA ION,GPU,6/3/2008,65.0,20.0,162.0,282.0,450,Unknown,NVIDIA,,35.2,
3dfx Voodoo4-2 4000 AGP,GPU,NaT,180.0,15.0,112.0,14.0,166,TSMC,Other,,,
NVIDIA GeForce G205M,GPU,1/8/2009,65.0,14.0,144.0,314.0,450,Unknown,NVIDIA,,35.2,
NVIDIA GeForce GTX 760 OEM Rebrand,GPU,8/25/2013,28.0,130.0,294.0,3540.0,823,TSMC,NVIDIA,,2046.0,85.25
Intel UHD Graphics 750,GPU,1/1/2021,14.0,15.0,188.4404445518241,1929.9222785421193,300,Intel,Intel,1331.0,665.6,166.4
NVIDIA Quadro Plex 2200 D2,GPU,7/25/2008,55.0,640.0,470.0,1400.0,648,TSMC,NVIDIA,,622.1,77.76
NVIDIA GeForce GTX 1050 Ti Max-Q,GPU,1/3/2018,14.0,75.0,132.0,3300.0,1152,Samsung,NVIDIA,30.98,1983.0,61.97
Intel Xe DG1 OEM,GPU,NaT,10.0,30.0,77.0,1929.9222785421193,900,Intel,Intel,3968.0,1984.0,496.0
NVIDIA Quadro FX 350,GPU,4/20/2006,90.0,21.0,81.0,112.0,550,TSMC,NVIDIA,,,
ATI Radeon HD 4290 IGP,GPU,3/1/2010,55.0,81.35998107852413,67.0,181.0,500,Unknown,ATI,,40.0,
AMD Radeon HD 6310 IGP,GPU,11/9/2010,40.0,18.0,75.0,450.0,276,TSMC,AMD,,44.16,
