,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
3996,AMD Radeon HD 6830M,GPU,1/4/2011,40,39,166,1040,575,TSMC,AMD,,920,
3997,AMD Radeon HD 6530M,GPU,11/26/2010,40,26,104,627,450,TSMC,AMD,,360,
3998,Intel Iris Plus Graphics G7,GPU,5/4/2020,10,15,,,300,Intel,Intel,2150,1075,268.8
3999,ATI Radeon HD 4750,GPU,9/9/2009,40,100,137,826,730,TSMC,ATI,,934.4,186.9
4000,NVIDIA GeForce GT 415 OEM,GPU,9/3/2010,40,32,100,486,625,TSMC,NVIDIA,,130.6,
4001,NVIDIA GeForce MX130,GPU,11/17/2017,28,30,,,1109,TSMC,NVIDIA,,913.2,28.54
4002,NVIDIA GeForce FX 5200,GPU,3/6/2003,150,,124,45,250,TSMC,NVIDIA,,,
4003,NVIDIA GeForce GT 430 OEM,GPU,10/11/2010,40,49,116,585,700,TSMC,NVIDIA,,268.8,22.4
4004,NVIDIA GeForce GTX 460,GPU,7/12/2010,40,160,332,1950,675,TSMC,NVIDIA,,907.2,75.6
4005,ATI Radeon HD 3450 X2,GPU,12/10/2007,55,50,67,181,600,TSMC,ATI,,48,
4006,AMD Radeon RX Vega M GL,GPU,2/1/2018,14,65,208,5000,931,GF,AMD,2588,2588,161.8
4007,Intel HD Graphics 5500,GPU,9/5/2014,14,15,,,300,Intel,Intel,,326.4,81.6
4008,NVIDIA Quadro K2200M,GPU,7/19/2014,28,65,148,1870,667,TSMC,NVIDIA,,853.8,26.68
4009,AMD Radeon HD 7420G IGP,GPU,6/6/2012,32,35,246,1303,480,TSMC,AMD,,167.7,
4010,ATI Radeon HD 5570,GPU,2/9/2010,40,39,104,627,650,TSMC,ATI,,520,
4011,AMD Radeon HD 6450,GPU,4/7/2011,40,18,67,370,625,TSMC,AMD,,200,
4012,ATI Radeon Xpress 1200 IGP,GPU,2/28/2007,80,,73,120,400,Unknown,ATI,,,
4013,NVIDIA GeForce GT 755M,GPU,6/25/2013,28,50,118,1270,980,TSMC,NVIDIA,,752.6,31.36
4014,NVIDIA Tesla P100 DGXS,GPU,4/5/2016,16,300,610,15300,1328,TSMC,NVIDIA,21220,10610,5304
4015,AMD Radeon RX 6800M,GPU,1/1/2021,7,230,335,17200,2321,TSMC,AMD,26430,13210,825.9
4016,NVIDIA Quadro 400,GPU,4/5/2011,40,32,100,486,450,TSMC,NVIDIA,,108,
4017,NVIDIA GeForce4 410 Go,GPU,2/6/2002,150,,65,29,200,TSMC,NVIDIA,,,
4018,Intel Iris Pro Graphics 6200,GPU,9/5/2014,14,15,,,300,Intel,Intel,,844.8,211.2
4019,AMD Radeon Pro Vega 64,GPU,6/27/2017,14,250,495,12500,1250,GF,AMD,22120,11060,691.2
4020,AMD Radeon R9 A375,GPU,1/1/2015,28,,123,1500,900,TSMC,AMD,,1184,
4021,ATI Radeon X800 GTO,GPU,11/1/2005,130,49,297,160,400,TSMC,ATI,,,
4022,ATI Radeon X800 CrossFire Edition,GPU,10/28/2005,130,,289,160,500,TSMC,ATI,,,
4023,AMD Radeon 535 Mobile,GPU,4/18/2017,28,50,125,1550,730,TSMC,AMD,786.4,786.4,49.15
4024,NVIDIA GeForce 9300M G,GPU,2/1/2008,80,13,127,210,400,TSMC,NVIDIA,,25.6,
4025,AMD Radeon HD 7790,GPU,3/22/2013,28,85,160,2080,1000,TSMC,AMD,,1792,112
4026,NVIDIA GeForce 6800 LE,GPU,7/21/2004,130,,287,222,300,TSMC,NVIDIA,,,
4027,AMD Radeon RX 560 Mobile,GPU,1/5/2017,14,65,123,3000,1090,GF,AMD,2462,2462,153.9
4028,NVIDIA Quadro NVS 140M,GPU,5/9/2007,80,10,127,210,400,TSMC,NVIDIA,,25.6,
4029,NVIDIA GeForce GTX 260,GPU,6/16/2008,65,182,576,1400,576,TSMC,NVIDIA,,476.9,59.62
4030,ATI Mobility Radeon HD 3470,GPU,1/7/2008,55,,67,181,680,TSMC,ATI,,54.4,
4031,NVIDIA GeForce GT 240,GPU,11/17/2009,40,69,144,727,550,TSMC,NVIDIA,,257.3,
4032,NVIDIA GeForce GT 610,GPU,4/2/2012,40,29,79,292,810,TSMC,NVIDIA,,155.5,12.96
4033,ATI Mobility Radeon HD 5145,GPU,1/7/2010,55,15,73,242,720,TSMC,ATI,,115.2,
4034,NVIDIA Quadro FX 1700 Mac Edition,GPU,9/27/2008,80,42,169,289,520,TSMC,NVIDIA,,66.56,
4035,ATI Mobility Radeon-P,GPU,12/1/2001,180,,115,30,166,TSMC,ATI,,,
4036,AMD Radeon 550X,GPU,3/27/2019,14,50,103,2200,1082,GF,AMD,1247,1247,77.95
4037,NVIDIA Quadro K4000M,GPU,6/1/2012,28,100,294,3540,601,TSMC,NVIDIA,,1154,48.08
4038,NVIDIA Tesla M2050,GPU,7/25/2011,40,225,529,3100,575,TSMC,NVIDIA,,1030,515.2
4039,AMD Radeon R9 M280X,GPU,2/5/2015,28,,160,2080,1000,TSMC,AMD,,1971,123.2
4040,NVIDIA GeForce PCX 5300,GPU,2/17/2004,150,,91,45,250,TSMC,NVIDIA,,,
4041,ATI Radeon VE PCI,GPU,2/19/2001,180,23,115,30,183,TSMC,ATI,,,
4042,NVIDIA GeForce GTX 1080 Ti 10 GB,GPU,NaT,16,250,471,11800,1557,TSMC,NVIDIA,167,10690,334
4043,NVIDIA GeForce RTX 3060,GPU,1/12/2021,8,170,276,13250,1320,Samsung,NVIDIA,12740,12740,199
4044,NVIDIA Tesla M10,GPU,5/18/2016,28,225,148,1870,1033,TSMC,NVIDIA,,1672,52.24
4045,NVIDIA GeForce 7025 + nForce 630a,GPU,2/1/2006,90,,81,112,425,Unknown,NVIDIA,,,
4046,NVIDIA GeForce GTX 760A,GPU,3/17/2014,28,55,221,2540,628,TSMC,NVIDIA,,1009,42.05
4047,NVIDIA GeForce RTX 2060 Mobile,GPU,1/29/2019,12,115,445,10800,960,TSMC,NVIDIA,9216,4608,144
4048,AMD FirePro W5000 DVI,GPU,2/25/2013,28,75,212,2800,825,TSMC,AMD,,1267,79.2
4049,Intel Iris Plus Graphics 645,GPU,10/7/2019,14,15,,,300,Intel,Intel,1613,806.4,201.6
4050,3dfx Spectre 3000,GPU,NaT,,60,131,30,200,TSMC,Other,,,
4051,NVIDIA Quadro RTX 6000,GPU,8/13/2018,12,260,754,18600,1440,TSMC,NVIDIA,32620,16310,509.8
4052,NVIDIA GeForce RTX 2070 SUPER,GPU,7/9/2019,12,215,545,13600,1605,TSMC,NVIDIA,18120,9062,283.2
4053,ATI Radeon HD 2900 XT,GPU,5/14/2007,80,215,420,720,743,TSMC,ATI,,475.5,
4054,Intel Xe DG1-SDV,GPU,NaT,10,75,77,,900,Intel,Intel,4608,2304,576
4055,NVIDIA GeForce 9600 GT Mac Edition,GPU,12/22/2008,65,95,240,505,600,TSMC,NVIDIA,,192,
4056,ATI Radeon X800,GPU,12/1/2004,110,30,240,160,400,TSMC,ATI,,,
4057,ATI FirePro V7770,GPU,1/1/2012,55,76,256,956,625,TSMC,ATI,,1000,
4058,AMD Radeon R5 M420,GPU,5/15/2016,28,,56,690,780,TSMC,AMD,,544,34
4059,NVIDIA Quadro K500M,GPU,6/1/2012,28,35,118,1270,850,TSMC,NVIDIA,,326.4,13.6
4060,AMD Radeon R7 350,GPU,7/6/2016,28,55,123,1500,800,TSMC,AMD,,819.2,51.2
4061,NVIDIA GeForce2 GTS PRO,GPU,4/26/2000,150,,88,25,200,TSMC,NVIDIA,,,
4062,ATI Mobility Radeon HD 4250 IGP,GPU,5/1/2010,55,,67,181,500,Unknown,ATI,,44.8,
4063,AMD Radeon HD 7770M,GPU,4/24/2012,28,32,123,1500,675,TSMC,AMD,,691.2,43.2
4064,NVIDIA Tesla S870,GPU,5/2/2007,90,800,484,681,600,TSMC,NVIDIA,,345.6,
4065,NVIDIA GeForce G103M,GPU,9/1/2009,65,14,86,210,640,TSMC,NVIDIA,,25.6,
4066,AMD Radeon HD 6290 IGP,GPU,1/7/2011,40,9,75,450,276,TSMC,AMD,,44.16,
4067,NVIDIA GeForce 9500 GT Rev. 2,GPU,7/29/2008,65,50,144,314,600,UMC,NVIDIA,,96,
4068,NVIDIA GeForce 705A,GPU,7/1/2014,40,15,79,292,475,TSMC,NVIDIA,,91.2,7.6
4069,NVIDIA ION,GPU,6/3/2008,65,20,162,282,450,Unknown,NVIDIA,,35.2,
4070,Intel GMA 600,GPU,5/4/2010,45,,62,140,400,Intel,Intel,,25.6,
4071,ATI Radeon HD 3650,GPU,1/20/2008,55,65,135,378,725,TSMC,ATI,,174,
4072,ATI Radeon X800 GTO AGP,GPU,10/1/2005,130,49,297,160,400,TSMC,ATI,,,
4073,AMD Radeon RX 550X 640SP,GPU,4/11/2018,14,60,123,3000,1019,GF,AMD,1371,1371,85.68
4074,NVIDIA GeForce 6150 SE + nForce 430,GPU,10/11/2004,90,,,,425,Unknown,NVIDIA,,,
4075,AMD Radeon RX 480,GPU,6/29/2016,14,150,232,5700,1120,GF,AMD,5834,5834,364.6
4076,ATI Radeon X1650 XT Dual,GPU,10/30/2006,80,,230,330,525,TSMC,ATI,,,
4077,ATI FireMV 2260 PCIe x1,GPU,1/1/2008,55,15,67,181,500,TSMC,ATI,,40,
4078,NVIDIA Quadro FX 3400,GPU,6/28/2004,130,101,287,222,350,TSMC,NVIDIA,,,
4079,NVIDIA GeForce4 Ti 4200,GPU,2/6/2002,150,,142,63,250,TSMC,NVIDIA,,,
4080,NVIDIA Quadro NVS 150M,GPU,8/15/2008,65,10,86,210,530,TSMC,NVIDIA,,20.8,
4081,ATI Mobility Radeon,GPU,12/1/2001,180,,115,30,144,TSMC,ATI,,,
4082,NVIDIA GeForce 8400 SE,GPU,8/1/2008,80,50,127,210,459,TSMC,NVIDIA,,29.38,
4083,ATI FirePro 2260 PCI,GPU,1/1/2008,55,15,67,181,500,TSMC,ATI,,40,
4084,AMD FirePro W7000,GPU,6/13/2012,28,150,212,2800,950,TSMC,AMD,,2432,152
4085,NVIDIA GeForce 6800 GT,GPU,4/14/2004,130,,287,222,350,TSMC,NVIDIA,,,
4086,NVIDIA GeForce 6200 LE PCI,GPU,10/11/2004,110,,154,146,300,TSMC,NVIDIA,,,
4087,AMD Radeon Graphics 448SP,GPU,1/12/2021,7,25,156,9800,300,TSMC,AMD,3226,1613,100.8
4088,NVIDIA GeForce 9600 GSO 512,GPU,10/23/2008,65,90,240,505,650,TSMC,NVIDIA,,156,
4089,AMD Radeon Vega 3 Embedded,GPU,1/1/2019,14,10,210,4940,300,GF,AMD,922.4,461.2,28.82
4090,Intel Iris Xe MAX Graphics,GPU,10/31/2020,10,25,77,,300,Intel,Intel,5069,2534,633.6
4091,NVIDIA Quadro 500M,GPU,2/22/2011,40,35,116,585,700,TSMC,NVIDIA,,268.8,22.4
4092,NVIDIA GeForce2 MX + nForce 420,GPU,6/4/2001,180,,65,20,175,Unknown,NVIDIA,,,
4093,NVIDIA GeForce GTX 1650 Ti Mobile,GPU,4/2/2020,12,50,200,4700,1350,TSMC,NVIDIA,6083,3041,95.04
4094,ATI Radeon 9800 XT,GPU,10/1/2003,150,60,218,117,412,TSMC,ATI,,,
4095,ATI All-In-Wonder 2006 AGP Edition,GPU,4/29/2005,130,,76,60,324,TSMC,ATI,,,
4096,NVIDIA Quadro FX 4800,GPU,11/11/2008,55,150,470,1400,602,TSMC,NVIDIA,,462.3,57.79
4097,XGI Volari V5,GPU,9/15/2003,130,,,90,325,UMC,Other,,,
4098,AMD FirePro D500,GPU,1/18/2014,28,274,352,4313,725,TSMC,AMD,,2227,556.8
4099,AMD Radeon HD 6770,GPU,1/21/2011,40,108,166,1040,850,TSMC,AMD,,1360,
4100,Intel HD Graphics P4600,GPU,6/1/2013,22,84,,,350,Intel,Intel,,384,96
4101,NVIDIA GeForce 8100 + nForce 720a,GPU,4/17/2007,80,40,127,210,500,Unknown,NVIDIA,,38.4,
4102,NVIDIA Tesla K20c,GPU,11/12/2012,28,225,561,7080,706,TSMC,NVIDIA,,3524,1175
4103,NVIDIA GeForce GT 730M,GPU,1/20/2013,28,33,118,1270,725,TSMC,NVIDIA,,556.8,23.2
4104,Intel GMA 3000,GPU,6/1/2006,90,13,,,667,Intel,Intel,,,
4105,NVIDIA GeForce 7900 GS,GPU,5/1/2006,90,49,196,278,450,TSMC,NVIDIA,,,
4106,NVIDIA GeForce GT 140 OEM,GPU,3/10/2009,55,105,196,505,650,TSMC,NVIDIA,,208,
4107,AMD Radeon R9 M370X Mac Edition,GPU,5/5/2015,28,,123,1500,775,TSMC,AMD,,1024,64
4108,ATI Radeon HD 5550,GPU,2/9/2010,40,39,104,627,550,TSMC,ATI,,352,
4109,ATI Radeon HD 4520,GPU,12/2/2009,55,25,73,242,600,TSMC,ATI,,96,
4110,ATI Mobility Radeon 9500,GPU,6/1/2004,130,,92,76,230,TSMC,ATI,,,
4111,ATI Radeon HD 4860,GPU,9/9/2009,55,130,282,959,700,TSMC,ATI,,896,179.2
4112,NVIDIA Quadro K4100M,GPU,7/23/2013,28,100,294,3540,706,TSMC,NVIDIA,,1627,67.78
4113,NVIDIA GeForce GT 750M Mac Edition,GPU,11/8/2013,28,50,118,1270,926,TSMC,NVIDIA,,711.2,29.63
4114,NVIDIA GeForce 800A,GPU,3/17/2014,40,15,79,292,475,TSMC,NVIDIA,,91.2,7.6
4115,ATI Radeon 9800 XT Mac Edition,GPU,3/14/2004,150,60,218,117,412,TSMC,ATI,,,
4116,NVIDIA GeForce GTX 280M,GPU,3/3/2009,65,75,324,754,585,TSMC,NVIDIA,,374.5,
4117,NVIDIA Quadro FX 3600M,GPU,2/23/2008,65,70,324,754,500,TSMC,NVIDIA,,160,
4118,NVIDIA Quadro RTX 8000,GPU,8/13/2018,12,260,754,18600,1395,TSMC,NVIDIA,32620,16310,509.8
4119,AMD Radeon R9 390,GPU,6/18/2015,28,275,438,6200,1000,TSMC,AMD,,5120,640
4120,NVIDIA GeForce 9600M GS,GPU,6/3/2008,55,20,121,314,430,TSMC,NVIDIA,,68.8,
4121,ATI Radeon X1600,GPU,1/1/2007,80,27,100,107,635,UMC,ATI,,,
4122,ATI Radeon HD 2600 XT,GPU,6/28/2007,65,50,153,390,800,TSMC,ATI,,192,
4123,ATI Radeon HD 3870 X2,GPU,1/26/2008,55,165,192,666,825,TSMC,ATI,,528,105.6
4124,AMD Radeon Pro WX 4130 Mobile,GPU,3/1/2017,14,50,123,3000,1002,GF,AMD,1348,1348,84.24
4125,NVIDIA GeForce GT 645M,GPU,10/1/2012,28,32,118,1270,709,TSMC,NVIDIA,,544.5,22.69
4126,NVIDIA GeForce GTX 850A,GPU,3/17/2014,28,45,148,1870,902,TSMC,NVIDIA,,1198,37.44
4127,NVIDIA GeForce4 Ti 4800 SE,GPU,2/16/2003,150,,101,36,275,TSMC,NVIDIA,,,
4128,AMD Radeon RX 550 Mobile,GPU,7/2/2017,14,50,103,2200,1100,GF,AMD,1647,1647,103
4129,NVIDIA Quadro FX 380M,GPU,1/7/2010,40,25,57,260,606,TSMC,NVIDIA,,46.98,
4130,NVIDIA Quadro FX 4500,GPU,7/28/2005,110,109,333,302,430,TSMC,NVIDIA,,,
4131,AMD Radeon HD 7850M,GPU,4/24/2012,28,40,123,1500,675,TSMC,AMD,,864,54
4132,AMD Radeon R7 M265,GPU,5/20/2014,28,,125,1550,900,TSMC,AMD,752.6,752.6,47.04
4133,ATI Radeon 3100 IGP,GPU,3/4/2008,65,,85,180,350,Unknown,ATI,,28,
4134,ATI Mobility Radeon HD 4850 X2,GPU,1/9/2009,55,,256,956,500,TSMC,ATI,,800,160
4135,NVIDIA GeForce FX 5500 PCI,GPU,3/17/2004,150,,91,45,270,TSMC,NVIDIA,,,
4136,AMD Radeon HD 8550D IGP,GPU,5/23/2013,32,65,246,1303,720,TSMC,AMD,,432.1,
4137,ATI Radeon X700 PRO AGP,GPU,9/1/2004,110,33,156,120,425,TSMC,ATI,,,
4138,Matrox Parhelia Precision SGT,GPU,1/1/2001,150,,174,80,200,UMC,Other,,,
4139,Intel GMA X3000,GPU,6/1/2006,90,13,,,667,Intel,Intel,,,
4140,AMD Radeon HD 8830M,GPU,4/1/2013,28,,123,1500,575,TSMC,AMD,,800,50
4141,NVIDIA GeForce 9400 GT,GPU,8/27/2008,55,50,121,314,550,TSMC,NVIDIA,,44.8,
4142,ATI All-In-Wonder X800 XL,GPU,1/21/2005,110,,240,160,400,TSMC,ATI,,,
4143,AMD Radeon HD 7670M,GPU,2/17/2012,40,20,104,716,600,TSMC,AMD,,576,
4144,NVIDIA GeForce 8800 GTS Core 112,GPU,11/19/2007,90,150,484,681,500,TSMC,NVIDIA,,268.8,
4145,NVIDIA Quadro RTX 8000 Passive,GPU,8/13/2018,12,260,754,18600,1230,TSMC,NVIDIA,29860,14930,466.6
4146,NVIDIA Tesla C1060,GPU,4/9/2009,55,188,470,1400,610,TSMC,NVIDIA,,622.1,77.76
4147,NVIDIA Quadro 4000 Mac Edition,GPU,6/12/2011,40,142,529,3100,475,TSMC,NVIDIA,,486.4,243.2
4148,ATI Radeon X1800 GTO2,GPU,3/1/2006,90,,288,321,500,TSMC,ATI,,,
4149,AMD Radeon Vega 8,GPU,7/7/2019,14,15,210,4940,300,GF,AMD,2560,1280,80
4150,AMD Atari VCS 400 GPU,GPU,12/14/2020,14,15,210,4940,300,GF,AMD,922.4,461.2,28.82
4151,NVIDIA GeForce RTX 2080,GPU,9/20/2018,12,215,545,13600,1515,TSMC,NVIDIA,20140,10070,314.6
4152,Matrox Parhelia 128 MB,GPU,3/30/2004,150,,174,80,250,UMC,Other,,,
4153,AMD Radeon R9 FURY X,GPU,6/24/2015,28,275,596,8900,1050,TSMC,AMD,8602,8602,537.6
4154,AMD Radeon R5 310 OEM,GPU,5/5/2015,40,35,67,370,875,TSMC,AMD,,280,
4155,NVIDIA GeForce 6100 + nForce 405,GPU,10/11/2004,90,,,,425,Unknown,NVIDIA,,,
4156,Intel HD Graphics 4600,GPU,6/3/2013,22,45,,,350,Intel,Intel,,352,88
4157,ATI Mobility Radeon X300,GPU,11/1/2005,110,,74,107,350,TSMC,ATI,,,
4158,NVIDIA GeForce 6200 LE AGP,GPU,4/4/2005,110,,110,75,350,TSMC,NVIDIA,,,
4159,NVIDIA GeForce 7800 GTX 512,GPU,11/14/2005,110,108,333,302,500,TSMC,NVIDIA,,,
4160,NVIDIA GeForce GTX 1050 Mobile 3 GB,GPU,2/1/2019,14,75,132,3300,1366,Samsung,NVIDIA,34.61,2215,69.22
4161,ATI Radeon X1550,GPU,1/1/2007,80,27,100,107,550,UMC,ATI,,,
4162,ATI FireGL V3400,GPU,10/1/2005,90,,150,157,500,TSMC,ATI,,,
4163,AMD Radeon R9 360 OEM,GPU,5/5/2015,28,85,160,2080,1000,TSMC,AMD,,1613,100.8
4164,AMD Radeon Pro WX 3200 Mobile,GPU,7/2/2019,14,65,103,2200,1082,GF,AMD,1385,1385,86.56
4165,NVIDIA GeForce GT 650M,GPU,3/22/2012,28,45,118,1270,835,TSMC,NVIDIA,,729.6,30.4
4166,NVIDIA GRID K220Q,GPU,7/2/2014,28,225,294,3540,745,TSMC,NVIDIA,,2289,95.36
4167,NVIDIA GRID K240Q,GPU,6/28/2013,28,225,294,3540,745,TSMC,NVIDIA,,2289,95.36
4168,NVIDIA GeForce GTX 1650 Max-Q,GPU,4/23/2019,12,30,200,4700,1020,TSMC,NVIDIA,5100,2550,79.68
4169,NVIDIA GeForce GTX 1070,GPU,6/10/2016,16,150,314,7200,1506,TSMC,NVIDIA,101,6463,202
4170,NVIDIA GeForce 930A,GPU,3/13/2015,28,33,,,928,TSMC,NVIDIA,,722.7,22.58
4171,AMD Radeon Vega 3 Embedded,GPU,9/6/2018,14,15,210,4940,300,GF,AMD,768.8,384.4,24.02
4172,ATI Mobility Radeon HD 5870,GPU,1/7/2010,40,50,166,1040,700,TSMC,ATI,,1120,
4173,AMD Radeon Pro 575X,GPU,3/18/2019,14,150,232,5700,1096,GF,AMD,4489,4489,280.6
4174,AMD Radeon Pro WX 3200,GPU,7/2/2019,14,65,103,2200,1295,GF,AMD,1658,1658,103.6
4175,AMD Xbox Series S GPU,GPU,11/10/2020,7,100,197,8000,1565,TSMC,AMD,8013,4006,250.4
4176,AMD Radeon RX 540 Mobile,GPU,11/11/2017,14,50,103,2200,1124,GF,AMD,1248,1248,78.02
4177,AMD Radeon HD 8450G IGP,GPU,5/23/2013,32,35,246,1303,533,TSMC,AMD,,276.5,
4178,AMD Radeon Pro W5500,GPU,2/10/2020,7,125,158,6400,1744,TSMC,AMD,10450,5224,326.5
4179,NVIDIA GeForce GT 705 OEM,GPU,3/27/2014,40,29,79,292,874,TSMC,NVIDIA,,167.8,13.98
4180,ATI FirePro V8800,GPU,4/7/2010,40,208,334,2154,825,TSMC,ATI,,2640,528
4181,AMD Radeon HD 7850,GPU,3/5/2012,28,130,212,2800,860,TSMC,AMD,,1761,110.1
4182,Intel HD Graphics 610,GPU,8/30/2016,14,5,,,350,Intel,Intel,403.2,201.6,50.4
4183,AMD Radeon HD 7950 Monica BIOS 2,GPU,1/31/2012,28,85,352,4313,800,TSMC,AMD,,1229,307.2
4184,ATI Radeon IGP 320M,GPU,10/5/2002,180,,73,30,160,Unknown,ATI,,,
4185,Matrox Millennium G550,GPU,11/26/2001,180,,,10,125,UMC,Other,,,
4186,AMD FirePro M4000,GPU,6/27/2012,28,33,123,1500,675,TSMC,AMD,,691.2,43.2
4187,3dfx Voodoo4 4500 AGP,GPU,10/13/2000,250,15,112,14,166,TSMC,Other,,,
4188,AMD Radeon R9 M375X,GPU,5/5/2015,28,,123,1500,925,TSMC,AMD,,1299,81.2
4189,AMD FirePro W5100,GPU,3/31/2014,28,50,160,2080,930,TSMC,AMD,,1428,89.28
4190,ATI Radeon 9800 SE,GPU,3/1/2003,150,,215,117,331,TSMC,ATI,,,
4191,NVIDIA GRID M10-8Q,GPU,5/18/2016,28,225,148,1870,1033,TSMC,NVIDIA,,1672,52.24
4192,NVIDIA GeForce Go 6800,GPU,11/8/2004,130,45,225,222,300,TSMC,NVIDIA,,,
4193,ATI FireGL 8700,GPU,8/14/2001,150,,120,60,250,TSMC,ATI,,,
4194,NVIDIA ION 2,GPU,6/3/2008,40,20,57,260,500,TSMC,NVIDIA,,34.24,
4195,AMD Radeon Vega 8 Mobile,GPU,1/6/2019,14,15,210,4940,300,GF,AMD,2458,1229,76.8
4196,AMD Radeon R7 250,GPU,10/8/2013,28,55,123,1500,700,TSMC,AMD,,716.8,44.8
4197,NVIDIA GRID K2,GPU,5/11/2013,28,225,294,3540,745,TSMC,NVIDIA,,2289,95.36
4198,NVIDIA Quadro FX Go540,GPU,8/9/2004,110,25,154,146,300,TSMC,NVIDIA,,,
4199,NVIDIA GeForce GT 130 OEM,GPU,3/10/2009,55,75,196,505,500,TSMC,NVIDIA,,120,
4200,ATI Radeon 7000 Mac Edition,GPU,3/14/2004,180,23,80,30,183,TSMC,ATI,,,
4201,AMD Radeon R9 M385X,GPU,5/5/2015,28,,160,2080,1000,TSMC,AMD,,1971,123.2
4202,NVIDIA GeForce GTX 560 Ti 448,GPU,11/29/2011,40,210,520,3000,732,TSMC,NVIDIA,,1312,164
4203,AMD Radeon R7 M265DX,GPU,6/11/2014,28,,125,1550,900,TSMC,AMD,752.6,752.6,47.04
4204,NVIDIA GeForce GT 640M Mac Edition,GPU,2/3/2013,28,32,118,1270,745,TSMC,NVIDIA,,572.2,23.84
4205,NVIDIA GeForce GT 555M,GPU,3/24/2011,40,35,238,1170,590,TSMC,NVIDIA,,339.8,28.32
4206,NVIDIA NVS 315,GPU,3/10/2013,40,19,79,292,523,TSMC,NVIDIA,,100.4,8.368
4207,ATI All-In-Wonder X1800 XL,GPU,10/27/2005,90,75,288,321,500,TSMC,ATI,,,
4208,ATI Radeon X1300 PRO,GPU,11/1/2006,80,31,100,107,600,UMC,ATI,,,
4209,ATI FireGL V7100,GPU,12/1/2004,130,91,289,160,493,TSMC,ATI,,,
4210,ATI Radeon HD 4850,GPU,6/25/2008,55,110,256,956,625,TSMC,ATI,,1000,200
4211,NVIDIA GeForce GTX 960M,GPU,3/13/2015,28,75,148,1870,1097,TSMC,NVIDIA,,1505,47.04
4212,AMD Radeon R5 M240 Rebrand,GPU,1/10/2014,28,,77,950,650,TSMC,AMD,,537.6,33.6
4213,AMD FirePro W4190M,GPU,11/12/2015,28,,77,950,825,TSMC,AMD,,691.2,43.2
4214,ATI FirePro V7750,GPU,3/27/2009,55,76,146,514,800,TSMC,ATI,,512,
4215,ATI Mobility Radeon HD 4670 Mac Edition,GPU,9/16/2009,55,35,146,514,680,TSMC,ATI,,435.2,
4216,ATI Mobility Radeon 9100 PRO IGP,GPU,6/23/2003,150,,92,76,300,Unknown,ATI,,,
4217,ATI Radeon 9200 LE,GPU,5/1/2003,150,28,98,36,250,UMC,ATI,,,
4218,NVIDIA GeForce 7800 GT Dual,GPU,8/11/2005,110,,333,302,400,TSMC,NVIDIA,,,
4219,ATI FirePro M5800,GPU,3/1/2010,40,26,104,627,650,TSMC,ATI,,520,
4220,ATI Radeon X1800 XL,GPU,10/1/2005,90,70,288,321,500,TSMC,ATI,,,
4221,AMD Radeon R9 M360,GPU,5/5/2015,28,,123,1500,900,TSMC,AMD,,947.2,59.2
4222,NVIDIA GeForce 7600 GS AGP,GPU,7/1/2006,90,27,196,278,500,TSMC,NVIDIA,,,
4223,AMD Radeon HD 6670,GPU,4/19/2011,40,66,118,716,800,TSMC,AMD,,768,
4224,NVIDIA GeForce GTX 1070 Max-Q,GPU,6/27/2017,16,115,314,7200,1215,TSMC,NVIDIA,88.26,5648,176.5
4225,NVIDIA GeForce GTS 250,GPU,3/4/2009,55,150,260,754,702,TSMC,NVIDIA,,387.1,
4226,Intel GMA X4500M,GPU,10/1/2008,65,13,,,400,Intel,Intel,,64,
4227,NVIDIA GeForce GTX 650 Ti OEM,GPU,3/31/2013,28,110,221,2540,928,TSMC,NVIDIA,,1425,59.39
4228,AMD Radeon HD 6410D IGP,GPU,6/20/2011,32,65,227,1178,444,TSMC,AMD,,142.1,
4229,AMD Radeon R5 M465,GPU,1/1/2016,28,,125,1550,1000,TSMC,AMD,,779.5,
4230,AMD Radeon HD 7750M,GPU,4/24/2012,28,28,123,1500,575,TSMC,AMD,,588.8,36.8
4231,3dfx Voodoo5 5000 AGP,GPU,NaT,250,30,112,14,166,TSMC,Other,,,
4232,AMD Radeon E6460,GPU,4/7/2011,40,25,67,370,600,TSMC,AMD,,192,
4233,NVIDIA NVS 1000,GPU,NaT,28,35,118,1270,797,TSMC,NVIDIA,,306,12.75
4234,ATI Radeon 9250 PCI,GPU,3/1/2004,150,,98,36,240,UMC,ATI,,,
4235,AMD Radeon HD 6550M,GPU,11/26/2010,40,26,104,627,600,TSMC,AMD,,480,
4236,NVIDIA GeForce FX 5700 VE,GPU,9/1/2004,130,,133,82,250,TSMC,NVIDIA,,,
4237,NVIDIA Quadro FX 550M,GPU,3/13/2006,90,35,125,177,480,TSMC,NVIDIA,,,
4238,NVIDIA Quadro T2000 Max-Q,GPU,5/27/2019,12,40,200,4700,1200,TSMC,NVIDIA,6636,3318,103.7
4239,NVIDIA GeForce GTX 860M,GPU,1/13/2014,28,75,148,1870,1020,TSMC,NVIDIA,,1389,43.4
4240,AMD Radeon RX Vega 64 Limited Edition,GPU,8/7/2017,14,295,495,12500,1247,GF,AMD,25330,12660,791.6
4241,Matrox Parhelia 256 MB,GPU,6/25/2002,150,,174,80,200,UMC,Other,,,
